event_id,event_type,event_tags,event_timestamp_local,event_title,event_status
AwAAAZTz1JWYjPdJ9QAAABhBWlR6MUpjckFBQjB5VGcwUk5FZWZPZGYAAAAkMDE5NGYzZDQtYWQwOC00M2FmLWI0NDItYjgyZTljNTA0YzhhAAAAGQ,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 15:06:23,[Triggered] Test on trms-ui-dev.adb.org via WPAD1 - Network,error
AwAAAZTzuRpwfoCg8AAAABhBWlR6dVI1VEFBQl9BdzZDZWFsR1BVMVIAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAGQQ,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 14:36:22,[Recovered] Test on trms-ui-dev.adb.org via WPAD1 - Network,success
AwAAAZTzuP8YptUTQgAAABhBWlR6dVFIb0FBQkItREF3MlFwektvV2IAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAGQA,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 14:36:15,[Recovered] trms-ui-dev.adb.org DNS resolution via DNS1 - Network,success
AwAAAZTztVGwYCwt1wAAABhBWlR6dFZXZUFBRF81d0ZNcFAyYmZMcTkAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAF7w,event,"availability-zone:hq, criticality:non-prod, criticality:prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:dev, env:prod, host:lvddb02.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:8, os_cpu_vcores:8, os_disk_rootc:12gb, os_memory:188gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cognos, service:cpd, service:eserve, service:glbpymnt, service:ids, service:ifirst, service:jboss, service:jbrms, service:jira, service:myadb, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:cognos, team:dba, team:risk, usage:dev_db",2025-02-11 14:32:14,[Recovered on {host:lvddb02.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTztTZY6420GgAAABhBWlR6dFRuMEFBQ1RWWGtTM28wWVhtMlMAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAF0A,event,"availability-zone:hq, criticality:non-prod, criticality:prod, dashboard:non-prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:dev, env:prod, host:lvddbfix.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:4, os_cpu_vcores:4, os_disk_rootc:12gb, os_memory:47gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cpd, service:eserve, service:glbpymnt, service:ids, service:ifirst, service:jboss, service:jbrms, service:jira, service:myadb, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:alms, system:asiadatamobile, system:cpd, system:eserve, system:glbpymnt, system:ids, system:ifirst, system:jboss, system:jbrms, system:jira, system:myadb, system:non_erp, system:nso, system:odg, system:ods, system:sdbs, system:ssc, system:tacp, system:taportal, system:tms, system:trms, team:dba, team:risk",2025-02-11 14:32:07,[Recovered on {host:lvddbfix.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTztSa4Kn2g8AAAABhBWlR6dFN0WUFBQjZyQ0VyUmtJNW5qUVAAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAFyg,event,"availability-zone:hq, criticality:prod, dashboard:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:asiandevbank.org, env:prod, host:lpdb02.asiandevbank.org, ip_subnet2:172.23, ip_subnet3:172.23.15, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:24, os_cpu_vcores:24, os_disk_rootc:12gb, os_memory:61gb, os_version:redhat_7.9, os_version_release:redhat_7, os_version_windows:none, platform:linux, risk:financial, role:attestation, role:database, service:cognos, service:non_erp, service:tacp, service:trms, source:alert, system:cognos, system:non_erp, system:tacp, system:trms, team:dba, team:risk, team:storage, usage:prod_db",2025-02-11 14:32:03,[Recovered on {host:lpdb02.asiandevbank.org}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTztNyA5M3CvQAAABhBWlR6dE9FTUFBQTJmcnU1V0EwTVV3S20AAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAGMg,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 14:31:44,[Triggered] trms-ui-dev.adb.org DNS resolution via DNS1 - Network,error
AwAAAZTztIaQ6pJ2ZQAAABhBWlR6dElyVEFBQ0ZDbG05YS0zMVpJOHgAAAAkMDE5NGYzYmEtM2I4MC00OGMyLWE5M2UtZGQwNjA2Y2Y2MTU4AAAGIw,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 14:31:22,[Triggered] Test on trms-ui-dev.adb.org via WPAD1 - Network,error
AwAAAZTztDSIg-5nSAAAABhBWlR6dERhWUFBQ3VkT3BFbWU3WE1VemcAAAAkMDE5NGYzYjQtNDgxMC00N2UzLTg3Y2QtOWI3ZWQzYjhhNGUwAAAD5Q,event,"availability-zone:hq, criticality:non-prod, criticality:prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:prod, env:test, host:lvtdb01.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:8, os_cpu_vcores:8, os_disk_rootc:12gb, os_memory:123gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cognos, service:eserve, service:filenet, service:gfis-app, service:glbpymnt, service:ids, service:jboss, service:jbrms, service:jira, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:cognos, team:dba, team:risk, usage:test_db",2025-02-11 14:31:01,[Recovered on {host:lvtdb01.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTzqTQgcTjJLwAAABhBWlR6cVRiakFBQTNSbjdkZDNGSWM4Ni0AAAAkMDE5NGYzYWUtMzU2MC00Mjc0LWIyZmMtYTRlODhlNjNlM2Y1AAADWg,event,"availability-zone:hq, criticality:prod, dashboard:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:asiandevbank.org, env:prod, host:lpdb02.asiandevbank.org, ip_subnet2:172.23, ip_subnet3:172.23.15, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:24, os_cpu_vcores:24, os_disk_rootc:12gb, os_memory:61gb, os_version:redhat_7.9, os_version_release:redhat_7, os_version_windows:none, platform:linux, risk:financial, role:attestation, role:database, service:cognos, service:non_erp, service:tacp, service:trms, source:alert, system:cognos, system:non_erp, system:tacp, system:trms, team:dba, team:risk, team:storage, usage:prod_db",2025-02-11 14:19:00,[Triggered on {host:lpdb02.asiandevbank.org}] TRMS Hosts Data Dog Agent Check - FIN,error
AwAAAZTzqTQgMrKvNAAAABhBWlR6cVRZX0FBQndScndheFo0M1F5X2YAAAAkMDE5NGYzYWUtMzU2MC00Mjc0LWIyZmMtYTRlODhlNjNlM2Y1AAADVw,event,"availability-zone:hq, criticality:non-prod, criticality:prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:prod, env:test, host:lvtdb01.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:8, os_cpu_vcores:8, os_disk_rootc:12gb, os_memory:123gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cognos, service:eserve, service:filenet, service:gfis-app, service:glbpymnt, service:ids, service:jboss, service:jbrms, service:jira, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:cognos, team:dba, team:risk, usage:test_db",2025-02-11 14:19:00,[Triggered on {host:lvtdb01.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,error
AwAAAZTzqTQgDVIMWAAAABhBWlR6cVRiT0FBQzhnQzVpNlZibVhQengAAAAkMDE5NGYzYWUtMzU2MC00Mjc0LWIyZmMtYTRlODhlNjNlM2Y1AAADWA,event,"availability-zone:hq, criticality:non-prod, criticality:prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:dev, env:prod, host:lvddb02.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:8, os_cpu_vcores:8, os_disk_rootc:12gb, os_memory:188gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cognos, service:cpd, service:eserve, service:glbpymnt, service:ids, service:ifirst, service:jboss, service:jbrms, service:jira, service:myadb, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:cognos, team:dba, team:risk, usage:dev_db",2025-02-11 14:19:00,[Triggered on {host:lvddb02.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,error
AwAAAZTzqTQgDKLTGwAAABhBWlR6cVRhQkFBQjhNT0ZHdDh4V2NOUXMAAAAkMDE5NGYzYWUtMzU2MC00Mjc0LWIyZmMtYTRlODhlNjNlM2Y1AAADWQ,event,"availability-zone:hq, criticality:non-prod, criticality:prod, dashboard:non-prod, db:oracle, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.60.1, domain_name:adb.org, env:dev, env:prod, host:lvddbfix.adb.org, ip_subnet2:172.22, ip_subnet3:172.22.130, ip_subnet:172, mac_address:00_21_f6, mac_vendor:oracle, machine:x86_64, monitor, os_cpu_cores:4, os_cpu_vcores:4, os_disk_rootc:12gb, os_memory:47gb, os_version:redhat_8.10, os_version_release:redhat_8, os_version_windows:none, platform:linux, risk:financial, role:database, service:alms, service:asiadatamobile, service:cpd, service:eserve, service:glbpymnt, service:ids, service:ifirst, service:jboss, service:jbrms, service:jira, service:myadb, service:non_erp, service:nso, service:odg, service:ods, service:sdbs, service:ssc, service:tacp, service:taportal, service:tms, service:trms, source:alert, system:alms, system:asiadatamobile, system:cpd, system:eserve, system:glbpymnt, system:ids, system:ifirst, system:jboss, system:jbrms, system:jira, system:myadb, system:non_erp, system:nso, system:odg, system:ods, system:sdbs, system:ssc, system:tacp, system:taportal, system:tms, system:trms, team:dba, team:risk",2025-02-11 14:19:00,[Triggered on {host:lvddbfix.adb.org}] TRMS Hosts Data Dog Agent Check - FIN,error
AwAAAZTyrjY4hMQyywAAABhBWlR5cmpuZkFBQmw5bTliZ0lXa3c0VkMAAAAkMDE5NGYzMjktZTY0OC00MzNhLWIwNjEtYTBjNjE0MzBiMzM5AAA8Ig,event,"env:dev, location:azure, monitor, priority:2, service:_trms, source:alert, team:fin",2025-02-11 09:44:51,[P2] [Recovered] [TRMS Azure AppService API] Log Error Monitor - FIN,success
AwAAAZTyqaJYu1FuhAAAABhBWlR5cWFYNkFBQktxeUU0WnJZT3pZekoAAAAkMDE5NGYzMjktZTY0OC00MzNhLWIwNjEtYTBjNjE0MzBiMzM5AAA8Hw,event,"env:dev, location:azure, monitor, priority:2, service:_trms, source:alert, team:fin",2025-02-11 09:39:51,[P2] [Triggered] [TRMS Azure AppService API] Log Error Monitor - FIN,error
AwAAAZTybpz4yCGTgQAAABhBWlR5YnA3TUFBQkZDeURNY3FOSzEtWm8AAAAkMDE5NGYzMjktZTY0OC00MzNhLWIwNjEtYTBjNjE0MzBiMzM5AABAdw,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 08:35:23,[Recovered] Test on trms-ui-dev.adb.org via WPAD1 - Network,success
AwAAAZTyagkY3OM4qAAAABhBWlR5YWdxQ0FBQ1lJSkF5OHRKR2U3Y0QAAAAkMDE5NGYzMjktZTY0OC00MzNhLWIwNjEtYTBjNjE0MzBiMzM5AABAbg,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-11 08:30:23,[Triggered] Test on trms-ui-dev.adb.org via WPAD1 - Network,error
AwAAAZTw98_AGC47ywAAABhBWlR3OTlKVkFBQUdyUFBQRElzV050N00AAAAkMDE5NGYxNzItNTMwOC00YzYyLTkxNTAtMjZjOTQwMzgxNmQ4AAA0gw,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-0.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:risk, team:windows, winserv:mam",2025-02-11 01:46:00,[Recovered on {host:wpwvd-trms-0.adb.local}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTw9ulILL2DsgAAABhBWlR3OXdTZ0FBQjl0ZlVudjBaRnYwdGsAAAAkMDE5NGYxNzItNTMwOC00YzYyLTkxNTAtMjZjOTQwMzgxNmQ4AAAAnA,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:datadog, system:trms, team:windows, winserv:mam",2025-02-11 01:45:01,Datadog agent (v. 7.59.0) started on wpwvd-trms-0.adb.local,info
AwAAAZTw9uVgqZYfFwAAABhBWlR3OXVqaUFBRGhIbWZNYWxreHEzMWcAAAAkMDE5NGYxNzItNTMwOC00YzYyLTkxNTAtMjZjOTQwMzgxNmQ4AAA0gg,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-0.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:risk, team:windows, winserv:mam",2025-02-11 01:45:00,[Triggered on {host:wpwvd-trms-0.adb.local}] TRMS Hosts Data Dog Agent Check - FIN,error
AwAAAZTuywyA9qJ2vQAAABhBWlR1eXc1QUFBRHFWa0Vmd2hqQXV2V0UAAAAkMDE5NGVlZGYtMzBjMC00M2IxLWE0OGEtY2ZkMmFmMTRlNDY5AAA5AQ,event,"env:dev, location:azure, monitor, priority:2, service:_trms, source:alert, team:fin",2025-02-10 15:37:52,[P2] [Recovered] [TRMS Azure AppService API] Log Error Monitor - FIN,success
AwAAAZTuxnigGOJFNwAAABhBWlR1eG54QUFBRHhEMVkxb3ZPaFNwVFgAAAAkMDE5NGVlZGYtMzBjMC00M2IxLWE0OGEtY2ZkMmFmMTRlNDY5AAA4_Q,event,"env:dev, location:azure, monitor, priority:2, service:_trms, source:alert, team:fin",2025-02-10 15:32:52,[P2] [Warn] [TRMS Azure AppService API] Log Error Monitor - FIN,warning
AwAAAZTuxC6w5EqWzgAAABhBWlR1eERLRkFBQVE0TzdjRTFGTmNoWHUAAAAkMDE5NGVlZGYtMzBjMC00M2IxLWE0OGEtY2ZkMmFmMTRlNDY5AAA_HA,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-10 15:30:22,[Recovered] Test on trms-ui-dev.adb.org via WPAD1 - Network,success
AwAAAZTuwBAAJicUeAAAABhBWlR1d0JLUkFBQ01UM1QySVkwWFIxdXMAAAAkMDE5NGVlZGYtMzBjMC00M2IxLWE0OGEtY2ZkMmFmMTRlNDY5AAA_GQ,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-10 15:25:52,[Triggered] Test on trms-ui-dev.adb.org via WPAD1 - Network,error
AwAAAZTtbVUo-lBKHAAAABhBWlR0YlZlRUFBQktUS3M5Y2Z6eXI5N0UAAAAkMDE5NGVlMDMtOTIxOC00OWNlLTlhZmQtYjhmNzE0NzgzMTY4AAA6Mw,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-10 09:15:53,[Recovered] Test on trms-ui-dev.adb.org via WPAD1 - Network,success
AwAAAZTtaMFIAoUUeAAAABhBWlR0YU1LcEFBREdEdkZ0MnJhdV9rUHUAAAAkMDE5NGVlMDMtOTIxOC00OWNlLTlhZmQtYjhmNzE0NzgzMTY4AAA6Kw,event,"check_status:live, check_type:api-dns, ci_execution_rule:blocking, criticality:prod, env:prod, monitor, probe_dc:pl:hq-prod-1-3513f5b522a833600df2309408c22ed3, service:dns, source:alert, team:network",2025-02-10 09:10:53,[Triggered] Test on trms-ui-dev.adb.org via WPAD1 - Network,error
AwAAAZTs9TsQLGNeOAAAABhBWlRzOVQwaUFBRGw0NF9TWWtGZGFLSUgAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAsbg,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 07:04:42,[Recovered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,success
AwAAAZTs9StweJ5_pQAAABhBWlRzOVM5bUFBRE5jQVVOTHJEUXg3em8AAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAxKw,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, priority:1, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:risk, team:windows",2025-02-10 07:04:38,[P1] [Recovered] Host Uptime Monitor:TRMS - FIN,success
AwAAAZTs9JcAfg850QAAABhBWlRzOUpudEFBQ0hZZU81aUE0N2kxY1gAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAxKg,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:risk, team:windows",2025-02-10 07:04:00,[Recovered on {host:wpwvd-trms-1.adb.local}] TRMS Hosts Data Dog Agent Check - FIN,success
AwAAAZTs9DlAyVIKCQAAABhBWlRzOUZTWUFBQkdhcXZMQUJrRjdYUWsAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAAJA,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:datadog, system:trms, team:windows",2025-02-10 07:03:36,Datadog agent (v. 7.59.0) started on wpwvd-trms-1.adb.local,info
AwAAAZTswB1oKc7gCgAAABhBWlRzd0NHR0FBQWJLUjhfa1c2YVMteFUAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAsRA,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 06:06:41,[Re-Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
AwAAAZTsiTLQ5L2VvQAAABhBWlRzaVRVeEFBRDdmQ1pJeTdXTTlGZHYAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAsKQ,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 05:06:42,[Re-Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
AwAAAZTsUkRQPNouMgAAABhBWlRzVWtWNUFBQ1RpZ1FaQ0ZFRGZrYVEAAAAkMDE5NGVkMjctZDgxOC00ODQ1LWI4NzMtNGQ4OTk3NzY5OTY1AAAsDQ,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 04:06:42,[Re-Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
AwAAAZTsG1HoAOki7QAAABhBWlRzRzFVUUFBQmdQMVoyWkk4U2Q5M2MAAAAkMDE5NGVjNGItZjMyMC00MmE5LTljZTUtMDc4YjM4ODU3YWQ5AAAuIQ,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 03:06:41,[Re-Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
AwAAAZTr5GdQGewhdwAAABhBWlRyNUdqaUFBQkhObExLbFl6bWZlZlUAAAAkMDE5NGVjNGItZjMyMC00MmE5LTljZTUtMDc4YjM4ODU3YWQ5AAAuBg,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 02:06:42,[Re-Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
AwAAAZTrrXTo78d49AAAABhBWlRyclhqeUFBQTExNFNqNk9nend6akwAAAAkMDE5NGVjNGItZjMyMC00MmE5LTljZTUtMDc4YjM4ODU3YWQ5AAAt6w,event,"criticality:prod, dd_agent_key:adb, dd_agent_pythonv:3.12.6, dd_agent_version:7.59.0, domain_name:adb.local, env:prod, host:wpwvd-trms-1.adb.local, ip_subnet2:10.112, ip_subnet3:10.112.126, ip_subnet:10, monitor, os_version:windows_server_2019_datacenter, os_version_release:windows_server_2019_datacenter, os_version_windows:10.0_build_17763, platform:windows, region:azure, risk:financial, role:avd, service:trms, source:alert, system:trms, team:cyber_agents, team:windows",2025-02-10 01:06:41,[Triggered on {host:wpwvd-trms-1.adb.local}] Nessus Agent in Windows Server wpwvd-trms-1.adb.local Stopped Running - Cyber,error
